bartels,R1,R2,p,p_stat,p_time,p_syst,He,He_stat,He_time,He_syst,p/He,p/He_stat,p/He_time,p/He_syst
2441,1.33,1.51,6.725e+2,0.019e+2,0.052e+2,0.193e+2,,,,,,,,
2441,1.51,1.71,6.341e+2,0.014e+2,0.040e+2,0.165e+2,,,,,,,,
2441,1.71,1.92,5.778e+2,0.012e+2,0.032e+2,0.136e+2,,,,,,,,
2441,1.92,2.15,5.193e+2,0.010e+2,0.026e+2,0.112e+2,6.104e+1,0.038e+1,0.058e+1,0.135e+1,8.508,0.055,0.091,0.251
2441,2.15,2.40,4.543e+2,0.008e+2,0.021e+2,0.091e+2,5.834e+1,0.033e+1,0.047e+1,0.113e+1,7.787,0.046,0.072,0.205
2441,2.40,2.67,3.955e+2,0.007e+2,0.017e+2,0.075e+2,5.286e+1,0.027e+1,0.039e+1,0.093e+1,7.482,0.041,0.064,0.182
2441,2.67,2.97,3.397e+2,0.006e+2,0.015e+2,0.059e+2,4.785e+1,0.023e+1,0.034e+1,0.080e+1,7.100,0.036,0.059,0.163
2441,2.97,3.29,2.911e+2,0.005e+2,0.012e+2,0.048e+2,4.172e+1,0.019e+1,0.028e+1,0.067e+1,6.977,0.034,0.055,0.153
2441,3.29,3.64,2.456e+2,0.004e+2,0.011e+2,0.039e+2,3.630e+1,0.016e+1,0.022e+1,0.058e+1,6.767,0.032,0.050,0.144
2441,3.64,4.02,2.055e+2,0.003e+2,0.009e+2,0.033e+2,3.147e+1,0.014e+1,0.018e+1,0.049e+1,6.532,0.030,0.047,0.136
2441,4.02,4.43,1.712e+2,0.003e+2,0.008e+2,0.026e+2,2.624e+1,0.011e+1,0.014e+1,0.040e+1,6.523,0.029,0.045,0.132
2441,4.43,4.88,1.419e+2,0.002e+2,0.006e+2,0.021e+2,2.220e+1,0.009e+1,0.011e+1,0.034e+1,6.394,0.027,0.043,0.128
2441,4.88,5.37,1.164e+2,0.002e+2,0.005e+2,0.017e+2,1.848e+1,0.007e+1,0.009e+1,0.028e+1,6.295,0.027,0.040,0.124
2441,5.37,5.90,9.490e+1,0.014e+1,0.037e+1,0.135e+1,1.543e+1,0.006e+1,0.007e+1,0.023e+1,6.149,0.026,0.037,0.118
2441,5.90,6.47,7.739e+1,0.012e+1,0.029e+1,0.108e+1,1.265e+1,0.005e+1,0.006e+1,0.019e+1,6.117,0.026,0.036,0.115
2441,6.47,7.09,6.285e+1,0.009e+1,0.023e+1,0.088e+1,1.041e+1,0.004e+1,0.005e+1,0.015e+1,6.038,0.025,0.036,0.113
2441,7.09,7.76,5.091e+1,0.008e+1,0.018e+1,0.070e+1,8.537e+0,0.034e+0,0.040e+0,0.126e+0,5.964,0.025,0.035,0.110
2441,7.76,8.48,4.135e+1,0.006e+1,0.015e+1,0.057e+1,7.036e+0,0.028e+0,0.034e+0,0.103e+0,5.877,0.025,0.035,0.108
2441,8.48,9.26,3.341e+1,0.005e+1,0.012e+1,0.046e+1,5.761e+0,0.024e+0,0.029e+0,0.085e+0,5.800,0.026,0.036,0.106
2441,9.26,10.1,2.687e+1,0.005e+1,0.010e+1,0.036e+1,4.714e+0,0.020e+0,0.025e+0,0.070e+0,5.701,0.026,0.036,0.105
2441,10.1,11.0,2.160e+1,0.004e+1,0.008e+1,0.029e+1,3.837e+0,0.017e+0,0.021e+0,0.057e+0,5.628,0.027,0.037,0.103
2441,11.0,12.0,1.741e+1,0.003e+1,0.007e+1,0.024e+1,3.090e+0,0.014e+0,0.018e+0,0.046e+0,5.635,0.028,0.039,0.103
2441,12.0,13.0,1.397e+1,0.003e+1,0.006e+1,0.019e+1,2.527e+0,0.013e+0,0.015e+0,0.038e+0,5.529,0.030,0.040,0.102
2441,13.0,14.1,1.134e+1,0.002e+1,0.005e+1,0.016e+1,2.057e+0,0.011e+0,0.013e+0,0.031e+0,5.511,0.031,0.041,0.103
2441,14.1,15.3,9.143e+0,0.019e+0,0.040e+0,0.129e+0,1.690e+0,0.009e+0,0.011e+0,0.025e+0,5.409,0.031,0.042,0.101
2441,15.3,16.6,7.381e+0,0.016e+0,0.033e+0,0.105e+0,1.374e+0,0.008e+0,0.009e+0,0.021e+0,5.372,0.032,0.044,0.102
2441,16.6,18.0,5.946e+0,0.013e+0,0.028e+0,0.086e+0,1.124e+0,0.006e+0,0.008e+0,0.018e+0,5.291,0.032,0.045,0.101
2441,18.0,19.5,4.783e+0,0.011e+0,0.023e+0,0.070e+0,9.226e-1,0.053e-1,0.070e-1,0.144e-1,5.185,0.032,0.046,0.100
2441,19.5,21.1,3.846e+0,0.009e+0,0.019e+0,0.057e+0,7.436e-1,0.044e-1,0.059e-1,0.118e-1,5.173,0.033,0.048,0.100
2441,21.1,22.8,3.116e+0,0.008e+0,0.016e+0,0.047e+0,6.074e-1,0.037e-1,0.049e-1,0.097e-1,5.130,0.034,0.049,0.100
2441,22.8,24.7,2.504e+0,0.006e+0,0.013e+0,0.038e+0,4.962e-1,0.031e-1,0.041e-1,0.080e-1,5.045,0.034,0.050,0.099
2441,24.7,26.7,2.018e+0,0.005e+0,0.011e+0,0.031e+0,4.032e-1,0.027e-1,0.034e-1,0.065e-1,5.006,0.036,0.051,0.099
2441,26.7,28.8,1.627e+0,0.005e+0,0.009e+0,0.025e+0,3.361e-1,0.023e-1,0.029e-1,0.054e-1,4.841,0.036,0.050,0.096
2441,28.8,31.1,1.323e+0,0.004e+0,0.008e+0,0.020e+0,2.716e-1,0.020e-1,0.024e-1,0.045e-1,4.872,0.039,0.052,0.098
2441,31.1,33.5,1.076e+0,0.004e+0,0.006e+0,0.017e+0,2.191e-1,0.018e-1,0.020e-1,0.036e-1,4.908,0.043,0.054,0.100
2441,33.5,36.1,8.708e-1,0.030e-1,0.053e-1,0.134e-1,1.822e-1,0.015e-1,0.017e-1,0.031e-1,4.780,0.044,0.054,0.098
2441,36.1,38.9,7.088e-1,0.026e-1,0.044e-1,0.110e-1,1.490e-1,0.013e-1,0.015e-1,0.026e-1,4.758,0.046,0.055,0.099
2441,38.9,41.9,5.728e-1,0.023e-1,0.037e-1,0.089e-1,1.207e-1,0.012e-1,0.012e-1,0.020e-1,4.747,0.049,0.057,0.100
2441,41.9,45.1,4.653e-1,0.020e-1,0.031e-1,0.073e-1,9.956e-2,0.102e-2,0.104e-2,0.173e-2,4.674,0.052,0.058,0.099
2441,45.1,48.5,3.800e-1,0.017e-1,0.026e-1,0.060e-1,8.082e-2,0.089e-2,0.086e-2,0.142e-2,4.701,0.056,0.059,0.101
2441,48.5,52.2,3.140e-1,0.015e-1,0.022e-1,0.051e-1,6.568e-2,0.076e-2,0.072e-2,0.117e-2,4.780,0.060,0.062,0.104
2441,52.2,56.1,2.528e-1,0.013e-1,0.018e-1,0.042e-1,5.410e-2,0.067e-2,0.061e-2,0.097e-2,4.673,0.063,0.062,0.102
2441,56.1,60.3,2.097e-1,0.012e-1,0.015e-1,0.035e-1,4.463e-2,0.059e-2,0.051e-2,0.081e-2,4.699,0.067,0.064,0.104
2442,1.00,1.16,6.007e+2,0.028e+2,0.081e+2,0.267e+2,,,,,,,,
2442,1.16,1.33,5.950e+2,0.020e+2,0.059e+2,0.211e+2,,,,,,,,
2442,1.33,1.51,5.763e+2,0.017e+2,0.044e+2,0.165e+2,,,,,,,,
2442,1.51,1.71,5.401e+2,0.012e+2,0.034e+2,0.140e+2,,,,,,,,
2442,1.71,1.92,4.934e+2,0.011e+2,0.027e+2,0.116e+2,,,,,,,,
2442,1.92,2.15,4.446e+2,0.009e+2,0.022e+2,0.096e+2,5.217e+1,0.034e+1,0.047e+1,0.115e+1,8.522,0.058,0.088,0.250
2442,2.15,2.40,3.956e+2,0.007e+2,0.018e+2,0.079e+2,4.990e+1,0.029e+1,0.038e+1,0.096e+1,7.929,0.049,0.071,0.208
2442,2.40,2.67,3.473e+2,0.006e+2,0.015e+2,0.065e+2,4.614e+1,0.025e+1,0.033e+1,0.081e+1,7.528,0.043,0.063,0.182
2442,2.67,2.97,3.011e+2,0.005e+2,0.013e+2,0.053e+2,4.181e+1,0.021e+1,0.029e+1,0.070e+1,7.201,0.039,0.058,0.164
2442,2.97,3.29,2.593e+2,0.004e+2,0.011e+2,0.043e+2,3.760e+1,0.018e+1,0.024e+1,0.060e+1,6.897,0.035,0.053,0.151
2442,3.29,3.64,2.213e+2,0.004e+2,0.010e+2,0.036e+2,3.312e+1,0.015e+1,0.019e+1,0.052e+1,6.681,0.033,0.048,0.142
2442,3.64,4.02,1.868e+2,0.003e+2,0.008e+2,0.030e+2,2.806e+1,0.013e+1,0.015e+1,0.043e+1,6.656,0.032,0.047,0.138
2442,4.02,4.43,1.576e+2,0.003e+2,0.007e+2,0.024e+2,2.417e+1,0.010e+1,0.013e+1,0.037e+1,6.519,0.030,0.044,0.132
2442,4.43,4.88,1.309e+2,0.002e+2,0.006e+2,0.020e+2,2.047e+1,0.008e+1,0.010e+1,0.031e+1,6.392,0.028,0.042,0.128
2442,4.88,5.37,1.081e+2,0.002e+2,0.004e+2,0.016e+2,1.732e+1,0.007e+1,0.008e+1,0.026e+1,6.239,0.027,0.039,0.122
2442,5.37,5.90,8.914e+1,0.014e+1,0.035e+1,0.127e+1,1.440e+1,0.006e+1,0.006e+1,0.021e+1,6.190,0.027,0.037,0.119
2442,5.90,6.47,7.304e+1,0.011e+1,0.027e+1,0.102e+1,1.202e+1,0.005e+1,0.005e+1,0.018e+1,6.078,0.026,0.035,0.114
2442,6.47,7.09,5.972e+1,0.009e+1,0.022e+1,0.083e+1,9.955e+0,0.040e+0,0.044e+0,0.146e+0,5.999,0.026,0.035,0.112
2442,7.09,7.76,4.873e+1,0.007e+1,0.018e+1,0.067e+1,8.277e+0,0.033e+0,0.037e+0,0.121e+0,5.888,0.025,0.034,0.109
2442,7.76,8.48,3.969e+1,0.006e+1,0.014e+1,0.055e+1,6.801e+0,0.028e+0,0.031e+0,0.099e+0,5.836,0.025,0.034,0.107
2442,8.48,9.26,3.227e+1,0.005e+1,0.012e+1,0.044e+1,5.576e+0,0.023e+0,0.026e+0,0.082e+0,5.787,0.026,0.035,0.106
2442,9.26,10.1,2.603e+1,0.004e+1,0.010e+1,0.035e+1,4.574e+0,0.020e+0,0.023e+0,0.067e+0,5.691,0.027,0.035,0.104
2442,10.1,11.0,2.111e+1,0.004e+1,0.008e+1,0.029e+1,3.724e+0,0.017e+0,0.019e+0,0.055e+0,5.670,0.028,0.036,0.103
2442,11.0,12.0,1.699e+1,0.003e+1,0.007e+1,0.023e+1,3.043e+0,0.014e+0,0.016e+0,0.045e+0,5.583,0.028,0.037,0.102
2442,12.0,13.0,1.375e+1,0.003e+1,0.006e+1,0.019e+1,2.513e+0,0.013e+0,0.014e+0,0.037e+0,5.472,0.030,0.038,0.101
2442,13.0,14.1,1.114e+1,0.002e+1,0.005e+1,0.016e+1,2.035e+0,0.011e+0,0.012e+0,0.030e+0,5.472,0.031,0.039,0.101
2442,14.1,15.3,9.029e+0,0.019e+0,0.039e+0,0.127e+0,1.677e+0,0.009e+0,0.010e+0,0.025e+0,5.384,0.031,0.040,0.100
2442,15.3,16.6,7.286e+0,0.016e+0,0.033e+0,0.104e+0,1.367e+0,0.008e+0,0.009e+0,0.021e+0,5.328,0.032,0.042,0.100
2442,16.6,18.0,5.881e+0,0.013e+0,0.027e+0,0.085e+0,1.116e+0,0.006e+0,0.008e+0,0.017e+0,5.269,0.032,0.043,0.100
2442,18.0,19.5,4.730e+0,0.011e+0,0.023e+0,0.069e+0,9.034e-1,0.052e-1,0.065e-1,0.140e-1,5.235,0.033,0.045,0.100
2442,19.5,21.1,3.834e+0,0.009e+0,0.019e+0,0.057e+0,7.346e-1,0.044e-1,0.055e-1,0.115e-1,5.218,0.034,0.047,0.100
2442,21.1,22.8,3.094e+0,0.008e+0,0.016e+0,0.046e+0,6.113e-1,0.037e-1,0.047e-1,0.096e-1,5.061,0.033,0.047,0.098
2442,22.8,24.7,2.490e+0,0.006e+0,0.013e+0,0.037e+0,4.893e-1,0.031e-1,0.039e-1,0.077e-1,5.090,0.034,0.048,0.099
2442,24.7,26.7,2.009e+0,0.005e+0,0.011e+0,0.031e+0,4.023e-1,0.027e-1,0.033e-1,0.064e-1,4.993,0.036,0.049,0.098
2442,26.7,28.8,1.619e+0,0.005e+0,0.009e+0,0.025e+0,3.264e-1,0.023e-1,0.027e-1,0.052e-1,4.960,0.038,0.050,0.098
2442,28.8,31.1,1.302e+0,0.004e+0,0.007e+0,0.020e+0,2.687e-1,0.020e-1,0.023e-1,0.044e-1,4.844,0.039,0.050,0.097
2442,31.1,33.5,1.065e+0,0.003e+0,0.006e+0,0.017e+0,2.168e-1,0.017e-1,0.019e-1,0.036e-1,4.911,0.043,0.053,0.099
2442,33.5,36.1,8.692e-1,0.030e-1,0.053e-1,0.134e-1,1.813e-1,0.015e-1,0.017e-1,0.031e-1,4.794,0.044,0.053,0.098
2442,36.1,38.9,7.020e-1,0.026e-1,0.043e-1,0.108e-1,1.484e-1,0.013e-1,0.014e-1,0.025e-1,4.731,0.046,0.054,0.098
2442,38.9,41.9,5.769e-1,0.023e-1,0.037e-1,0.089e-1,1.197e-1,0.012e-1,0.012e-1,0.020e-1,4.819,0.050,0.057,0.101
2442,41.9,45.1,4.680e-1,0.020e-1,0.030e-1,0.073e-1,1.009e-1,0.010e-1,0.010e-1,0.017e-1,4.638,0.051,0.056,0.098
2442,45.1,48.5,3.814e-1,0.017e-1,0.025e-1,0.060e-1,8.180e-2,0.089e-2,0.086e-2,0.143e-2,4.662,0.055,0.058,0.100
2442,48.5,52.2,3.135e-1,0.015e-1,0.021e-1,0.051e-1,6.578e-2,0.076e-2,0.071e-2,0.116e-2,4.766,0.060,0.061,0.103
2442,52.2,56.1,2.571e-1,0.013e-1,0.018e-1,0.042e-1,5.356e-2,0.067e-2,0.059e-2,0.096e-2,4.799,0.065,0.063,0.104
2442,56.1,60.3,2.077e-1,0.012e-1,0.015e-1,0.035e-1,4.607e-2,0.059e-2,0.052e-2,0.083e-2,4.508,0.063,0.060,0.099
2443,1.00,1.16,5.662e+2,0.027e+2,0.082e+2,0.254e+2,,,,,,,,
2443,1.16,1.33,5.673e+2,0.019e+2,0.060e+2,0.202e+2,,,,,,,,
2443,1.33,1.51,5.545e+2,0.016e+2,0.045e+2,0.160e+2,,,,,,,,
2443,1.51,1.71,5.313e+2,0.012e+2,0.036e+2,0.139e+2,,,,,,,,
2443,1.71,1.92,4.909e+2,0.010e+2,0.029e+2,0.116e+2,,,,,,,,
2443,1.92,2.15,4.487e+2,0.009e+2,0.024e+2,0.097e+2,5.247e+1,0.033e+1,0.045e+1,0.114e+1,8.551,0.057,0.087,0.250
2443,2.15,2.40,4.009e+2,0.007e+2,0.020e+2,0.080e+2,5.021e+1,0.029e+1,0.038e+1,0.096e+1,7.985,0.049,0.072,0.210
2443,2.40,2.67,3.535e+2,0.006e+2,0.016e+2,0.067e+2,4.681e+1,0.025e+1,0.033e+1,0.082e+1,7.550,0.042,0.063,0.183
2443,2.67,2.97,3.080e+2,0.005e+2,0.014e+2,0.054e+2,4.303e+1,0.021e+1,0.029e+1,0.071e+1,7.158,0.037,0.058,0.163
2443,2.97,3.29,2.664e+2,0.004e+2,0.012e+2,0.045e+2,3.847e+1,0.018e+1,0.024e+1,0.062e+1,6.925,0.034,0.053,0.151
2443,3.29,3.64,2.273e+2,0.004e+2,0.010e+2,0.037e+2,3.364e+1,0.015e+1,0.019e+1,0.053e+1,6.756,0.032,0.049,0.144
2443,3.64,4.02,1.930e+2,0.003e+2,0.009e+2,0.031e+2,2.926e+1,0.013e+1,0.016e+1,0.045e+1,6.597,0.031,0.047,0.137
2443,4.02,4.43,1.625e+2,0.003e+2,0.008e+2,0.025e+2,2.484e+1,0.010e+1,0.013e+1,0.038e+1,6.541,0.029,0.045,0.132
2443,4.43,4.88,1.359e+2,0.002e+2,0.006e+2,0.021e+2,2.130e+1,0.009e+1,0.010e+1,0.032e+1,6.377,0.027,0.043,0.127
2443,4.88,5.37,1.122e+2,0.002e+2,0.005e+2,0.016e+2,1.779e+1,0.007e+1,0.008e+1,0.026e+1,6.305,0.027,0.040,0.124
2443,5.37,5.90,9.214e+1,0.014e+1,0.038e+1,0.132e+1,1.491e+1,0.006e+1,0.007e+1,0.022e+1,6.182,0.026,0.037,0.119
2443,5.90,6.47,7.556e+1,0.011e+1,0.030e+1,0.106e+1,1.245e+1,0.005e+1,0.005e+1,0.018e+1,6.071,0.025,0.036,0.115
2443,6.47,7.09,6.177e+1,0.009e+1,0.024e+1,0.086e+1,1.028e+1,0.004e+1,0.005e+1,0.015e+1,6.007,0.025,0.035,0.112
2443,7.09,7.76,5.035e+1,0.008e+1,0.019e+1,0.070e+1,8.500e+0,0.033e+0,0.038e+0,0.125e+0,5.924,0.025,0.035,0.110
2443,7.76,8.48,4.088e+1,0.006e+1,0.015e+1,0.057e+1,7.006e+0,0.028e+0,0.032e+0,0.102e+0,5.835,0.025,0.035,0.107
2443,8.48,9.26,3.312e+1,0.005e+1,0.013e+1,0.046e+1,5.741e+0,0.024e+0,0.028e+0,0.084e+0,5.769,0.025,0.036,0.106
2443,9.26,10.1,2.681e+1,0.004e+1,0.010e+1,0.036e+1,4.712e+0,0.020e+0,0.024e+0,0.069e+0,5.690,0.026,0.036,0.104
2443,10.1,11.0,2.165e+1,0.004e+1,0.009e+1,0.029e+1,3.838e+0,0.017e+0,0.020e+0,0.056e+0,5.641,0.027,0.037,0.103
2443,11.0,12.0,1.738e+1,0.003e+1,0.007e+1,0.024e+1,3.138e+0,0.015e+0,0.017e+0,0.047e+0,5.538,0.028,0.038,0.102
2443,12.0,13.0,1.404e+1,0.003e+1,0.006e+1,0.019e+1,2.559e+0,0.013e+0,0.015e+0,0.038e+0,5.488,0.030,0.039,0.102
2443,13.0,14.1,1.139e+1,0.002e+1,0.005e+1,0.016e+1,2.095e+0,0.011e+0,0.013e+0,0.031e+0,5.435,0.030,0.041,0.101
2443,14.1,15.3,9.221e+0,0.019e+0,0.042e+0,0.130e+0,1.719e+0,0.009e+0,0.011e+0,0.026e+0,5.365,0.031,0.042,0.101
2443,15.3,16.6,7.437e+0,0.016e+0,0.035e+0,0.106e+0,1.394e+0,0.008e+0,0.009e+0,0.021e+0,5.336,0.032,0.044,0.101
2443,16.6,18.0,5.965e+0,0.013e+0,0.029e+0,0.086e+0,1.140e+0,0.006e+0,0.008e+0,0.018e+0,5.231,0.032,0.045,0.100
2443,18.0,19.5,4.818e+0,0.011e+0,0.024e+0,0.071e+0,9.183e-1,0.053e-1,0.068e-1,0.143e-1,5.247,0.033,0.047,0.101
2443,19.5,21.1,3.875e+0,0.009e+0,0.020e+0,0.058e+0,7.565e-1,0.045e-1,0.059e-1,0.119e-1,5.123,0.032,0.048,0.099
2443,21.1,22.8,3.125e+0,0.008e+0,0.017e+0,0.047e+0,6.185e-1,0.037e-1,0.049e-1,0.098e-1,5.053,0.033,0.048,0.099
2443,22.8,24.7,2.518e+0,0.006e+0,0.014e+0,0.038e+0,4.978e-1,0.031e-1,0.040e-1,0.079e-1,5.059,0.034,0.049,0.099
2443,24.7,26.7,2.032e+0,0.005e+0,0.012e+0,0.031e+0,4.093e-1,0.027e-1,0.034e-1,0.065e-1,4.965,0.035,0.050,0.098
2443,26.7,28.8,1.642e+0,0.005e+0,0.010e+0,0.025e+0,3.384e-1,0.024e-1,0.029e-1,0.054e-1,4.853,0.036,0.050,0.096
2443,28.8,31.1,1.319e+0,0.004e+0,0.008e+0,0.020e+0,2.715e-1,0.020e-1,0.023e-1,0.044e-1,4.859,0.039,0.051,0.097
2443,31.1,33.5,1.073e+0,0.003e+0,0.007e+0,0.017e+0,2.211e-1,0.018e-1,0.020e-1,0.036e-1,4.854,0.042,0.052,0.098
2443,33.5,36.1,8.716e-1,0.030e-1,0.056e-1,0.135e-1,1.821e-1,0.015e-1,0.016e-1,0.031e-1,4.786,0.044,0.053,0.098
2443,36.1,38.9,7.116e-1,0.026e-1,0.047e-1,0.111e-1,1.480e-1,0.013e-1,0.014e-1,0.025e-1,4.807,0.047,0.054,0.099
2443,38.9,41.9,5.778e-1,0.023e-1,0.039e-1,0.091e-1,1.225e-1,0.012e-1,0.012e-1,0.020e-1,4.716,0.049,0.055,0.098
2443,41.9,45.1,4.709e-1,0.020e-1,0.032e-1,0.074e-1,9.923e-2,0.101e-2,0.096e-2,0.169e-2,4.745,0.053,0.057,0.099
2443,45.1,48.5,3.826e-1,0.017e-1,0.027e-1,0.061e-1,8.230e-2,0.089e-2,0.082e-2,0.141e-2,4.649,0.055,0.057,0.099
2443,48.5,52.2,3.118e-1,0.015e-1,0.023e-1,0.051e-1,6.683e-2,0.077e-2,0.068e-2,0.116e-2,4.666,0.058,0.058,0.100
2443,52.2,56.1,2.544e-1,0.013e-1,0.019e-1,0.043e-1,5.639e-2,0.069e-2,0.058e-2,0.099e-2,4.511,0.060,0.057,0.097
2443,56.1,60.3,2.103e-1,0.012e-1,0.016e-1,0.036e-1,4.419e-2,0.058e-2,0.047e-2,0.078e-2,4.759,0.068,0.062,0.103
2444,1.00,1.16,5.955e+2,0.032e+2,0.087e+2,0.267e+2,,,,,,,,
2444,1.16,1.33,6.003e+2,0.020e+2,0.064e+2,0.214e+2,,,,,,,,
2444,1.33,1.51,5.888e+2,0.017e+2,0.048e+2,0.169e+2,,,,,,,,
2444,1.51,1.71,5.626e+2,0.013e+2,0.037e+2,0.147e+2,,,,,,,,
2444,1.71,1.92,5.223e+2,0.011e+2,0.030e+2,0.123e+2,,,,,,,,
2444,1.92,2.15,4.746e+2,0.009e+2,0.024e+2,0.103e+2,5.580e+1,0.035e+1,0.049e+1,0.122e+1,8.506,0.055,0.087,0.249
2444,2.15,2.40,4.245e+2,0.008e+2,0.020e+2,0.086e+2,5.375e+1,0.030e+1,0.041e+1,0.103e+1,7.899,0.047,0.070,0.207
2444,2.40,2.67,3.730e+2,0.006e+2,0.017e+2,0.071e+2,4.989e+1,0.026e+1,0.035e+1,0.087e+1,7.478,0.041,0.062,0.181
2444,2.67,2.97,3.248e+2,0.005e+2,0.014e+2,0.057e+2,4.511e+1,0.022e+1,0.030e+1,0.075e+1,7.200,0.037,0.058,0.164
2444,2.97,3.29,2.803e+2,0.005e+2,0.012e+2,0.047e+2,4.005e+1,0.018e+1,0.025e+1,0.064e+1,7.000,0.034,0.053,0.153
2444,3.29,3.64,2.402e+2,0.004e+2,0.011e+2,0.039e+2,3.541e+1,0.016e+1,0.020e+1,0.056e+1,6.783,0.032,0.049,0.144
2444,3.64,4.02,2.025e+2,0.003e+2,0.009e+2,0.032e+2,3.080e+1,0.013e+1,0.016e+1,0.048e+1,6.573,0.030,0.046,0.136
2444,4.02,4.43,1.701e+2,0.003e+2,0.008e+2,0.026e+2,2.605e+1,0.011e+1,0.013e+1,0.040e+1,6.528,0.029,0.044,0.132
2444,4.43,4.88,1.414e+2,0.002e+2,0.006e+2,0.021e+2,2.209e+1,0.009e+1,0.011e+1,0.033e+1,6.400,0.027,0.042,0.128
2444,4.88,5.37,1.162e+2,0.002e+2,0.005e+2,0.017e+2,1.848e+1,0.007e+1,0.009e+1,0.027e+1,6.289,0.026,0.039,0.123
2444,5.37,5.90,9.533e+1,0.014e+1,0.038e+1,0.136e+1,1.538e+1,0.006e+1,0.007e+1,0.023e+1,6.199,0.026,0.037,0.119
2444,5.90,6.47,7.804e+1,0.012e+1,0.030e+1,0.110e+1,1.280e+1,0.005e+1,0.006e+1,0.019e+1,6.099,0.025,0.036,0.115
2444,6.47,7.09,6.362e+1,0.009e+1,0.024e+1,0.089e+1,1.056e+1,0.004e+1,0.005e+1,0.015e+1,6.022,0.025,0.035,0.113
2444,7.09,7.76,5.184e+1,0.008e+1,0.019e+1,0.072e+1,8.720e+0,0.034e+0,0.039e+0,0.128e+0,5.945,0.025,0.035,0.110
2444,7.76,8.48,4.187e+1,0.006e+1,0.015e+1,0.058e+1,7.128e+0,0.028e+0,0.033e+0,0.104e+0,5.873,0.025,0.035,0.108
2444,8.48,9.26,3.377e+1,0.005e+1,0.013e+1,0.046e+1,5.797e+0,0.024e+0,0.028e+0,0.085e+0,5.825,0.026,0.035,0.107
2444,9.26,10.1,2.720e+1,0.005e+1,0.010e+1,0.037e+1,4.812e+0,0.020e+0,0.024e+0,0.071e+0,5.654,0.026,0.036,0.104
2444,10.1,11.0,2.197e+1,0.004e+1,0.009e+1,0.030e+1,3.937e+0,0.017e+0,0.021e+0,0.058e+0,5.579,0.027,0.036,0.102
2444,11.0,12.0,1.763e+1,0.003e+1,0.007e+1,0.024e+1,3.166e+0,0.015e+0,0.017e+0,0.047e+0,5.569,0.028,0.038,0.102
2444,12.0,13.0,1.422e+1,0.003e+1,0.006e+1,0.020e+1,2.550e+0,0.013e+0,0.015e+0,0.038e+0,5.574,0.030,0.039,0.103
2444,13.0,14.1,1.150e+1,0.002e+1,0.005e+1,0.016e+1,2.126e+0,0.011e+0,0.013e+0,0.032e+0,5.412,0.030,0.040,0.101
2444,14.1,15.3,9.296e+0,0.020e+0,0.041e+0,0.132e+0,1.706e+0,0.009e+0,0.011e+0,0.025e+0,5.449,0.031,0.042,0.102
2444,15.3,16.6,7.471e+0,0.016e+0,0.034e+0,0.107e+0,1.397e+0,0.008e+0,0.009e+0,0.021e+0,5.348,0.032,0.043,0.101
2444,16.6,18.0,6.027e+0,0.013e+0,0.028e+0,0.087e+0,1.142e+0,0.006e+0,0.008e+0,0.018e+0,5.279,0.032,0.045,0.101
2444,18.0,19.5,4.832e+0,0.011e+0,0.024e+0,0.071e+0,9.332e-1,0.054e-1,0.069e-1,0.145e-1,5.178,0.032,0.046,0.099
2444,19.5,21.1,3.877e+0,0.009e+0,0.020e+0,0.058e+0,7.441e-1,0.044e-1,0.057e-1,0.117e-1,5.210,0.033,0.048,0.100
2444,21.1,22.8,3.134e+0,0.008e+0,0.016e+0,0.047e+0,6.110e-1,0.037e-1,0.048e-1,0.097e-1,5.130,0.034,0.048,0.100
2444,22.8,24.7,2.517e+0,0.006e+0,0.013e+0,0.038e+0,4.978e-1,0.031e-1,0.040e-1,0.079e-1,5.056,0.034,0.049,0.099
2444,24.7,26.7,2.029e+0,0.005e+0,0.011e+0,0.031e+0,4.033e-1,0.027e-1,0.033e-1,0.064e-1,5.032,0.036,0.050,0.099
2444,26.7,28.8,1.640e+0,0.005e+0,0.009e+0,0.025e+0,3.345e-1,0.023e-1,0.028e-1,0.053e-1,4.902,0.037,0.050,0.097
2444,28.8,31.1,1.320e+0,0.004e+0,0.008e+0,0.020e+0,2.715e-1,0.020e-1,0.023e-1,0.044e-1,4.863,0.038,0.050,0.097
2444,31.1,33.5,1.072e+0,0.003e+0,0.006e+0,0.017e+0,2.221e-1,0.018e-1,0.019e-1,0.036e-1,4.828,0.041,0.051,0.097
2444,33.5,36.1,8.735e-1,0.030e-1,0.054e-1,0.135e-1,1.848e-1,0.015e-1,0.017e-1,0.031e-1,4.728,0.043,0.052,0.096
2444,36.1,38.9,7.118e-1,0.026e-1,0.045e-1,0.111e-1,1.477e-1,0.013e-1,0.014e-1,0.025e-1,4.818,0.047,0.054,0.099
2444,38.9,41.9,5.787e-1,0.023e-1,0.038e-1,0.090e-1,1.213e-1,0.012e-1,0.011e-1,0.020e-1,4.770,0.049,0.055,0.099
2444,41.9,45.1,4.672e-1,0.020e-1,0.031e-1,0.074e-1,9.873e-2,0.100e-2,0.095e-2,0.168e-2,4.732,0.052,0.056,0.099
2444,45.1,48.5,3.822e-1,0.017e-1,0.026e-1,0.061e-1,8.138e-2,0.088e-2,0.080e-2,0.139e-2,4.697,0.055,0.056,0.099
